"padj.100.129.96"	"feature"	"genename"	"start.gene"	"end.gene"	"Geneid"	"slope.100.129.96"	"padj.48.100"	"slope.48.100"	"48.37_A"	"48.37_B"	"48.37_C"	"100.00_A"	"100.00_B"	"100.00_C"	"129.96_A"	"129.96_B"	"129.96_C"
"1"	0.0227491721918453	"AS_tRNA"	"rna93"	NA	NA	"AS_tRNA:tRNA-Arg:rna93:-:76:NC_000913.3"	"positive"	0.0260739578331881	"positive"	13.150088863039	18.5068016728785	15.7426190051931	1.58488694100561	9.1349734047309	1.81430591159183	16.4485038551837	18.370940812904	15.0513045064476
"2"	0.0286338866731031	"AS_tRNA"	"rna61"	NA	NA	"AS_tRNA:tRNA-Ser:rna61:-:89:NC_000913.3"	"positive"	0.00214638668554159	"positive"	75.8658972867634	60.1471054368552	36.404806449509	19.0186432920673	27.4049202141927	19.9573650275102	71.9622043664288	44.5142027389596	28.848333637358
"3"	0.0345001331484915	"tRNA"	"rna93"	NA	NA	"tRNA:tRNA-Arg:rna93:-:76:NC_000913.3"	"positive"	0.016074963351585	"positive"	39.4502665891169	43.9536539730865	36.404806449509	11.0942085870392	22.4222074479758	19.0502120717142	40.0932281470103	38.8616055657584	35.1197105150445
"4"	0.00894533233787424	"tRNA"	"rna94"	NA	NA	"tRNA:tRNA-Arg:rna94:-:76:NC_000913.3"	"positive"	0.00436195222740787	"positive"	53.6119007493128	70.9427397460343	51.1635117668775	19.0186432920673	29.8962765973011	28.1217416296734	56.5417320021941	52.2865238521113	61.4594934013279
"5"	0.000217544496178157	"tRNA"	"rna95"	NA	NA	"tRNA:tRNA-Arg:rna95:-:76:NC_000913.3"	"positive"	6.64887236694598e-05	"positive"	80.9236237725476	101.016292464462	51.1635117668775	23.7733041150841	24.0831117033815	29.9360475412652	66.8220469116839	76.3100618382165	66.4765949034771
"6"	0.00825717691793711	"tRNA"	"rna168"	NA	NA	"tRNA:tRNA-Phe:rna168:-:75:NC_000913.3"	"negative"	0.0364528684707698	"negative"	17.1962700516664	13.8801012546589	32.4691516982107	53.8861559941906	43.1835106405461	34.4718123202448	20.5606298189797	9.18547040645199	21.3226813841342
"7"	0.00430492141518597	"AS_IGR"	NA	"rapA"	"polB"	"AS_IGR:(CDS,b0059,rapA,RNA_polymerase_remodeling2Frecycling_factor_ATPase3B_RNA_polymerase-associated2C_ATP-dependent_RNA_translocase,cds56,-,2906/CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351):+:2403:NC_000913.3"	"negative"	7.53561240303601e-07	"negative"	43.4964477777443	51.6648213367859	53.1313391425266	134.715389985476	133.702792560152	136.980096325183	61.681889456939	52.2865238521113	90.3078270386859
"8"	0.00114876839782373	"AS_IGR"	NA	"proS"	"tsaA"	"AS_IGR:(CDS,b0194,proS,prolyl-tRNA_synthetase,cds189,-,1718/CDS,b0195,tsaA,tRNA-Thr28GGU29_m28629t28629A37_methyltransferase2C_SAM-dependent,cds190,-,707):+:759:NC_000913.3"	"negative"	5.03407435127212e-06	"negative"	24.2770871317643	23.1335020910981	37.3887201373335	79.2443470502803	109.619680856771	78.0151541984488	37.0091336741634	31.7958590992569	45.1539135193429
"9"	0.00113574200063267	"AS_IGR"	NA	"betT"	"yahA"	"AS_IGR:(CDS,b0314,betT,choline_transporter_of_high_affinity,cds312,+,2033/CDS,b0315,yahA,c-di-GMP-specific_phosphodiesterase,cds313,+,1088):+:1140:NC_000913.3"	"negative"	2.61933482721375e-06	"negative"	45.519538372058	79.4250238461036	123.973124665895	218.714397858774	343.807180868963	229.509697816367	78.1303933121227	137.07548145013	142.987392811253
"10"	0.00182205125304293	"AS_IGR"	NA	"yahG"	"yahI"	"AS_IGR:(CDS,b0321,yahG,DUF1116_family_protein,cds319,+,1418/CDS,b0323,yahI,carbamate_kinase-like_protein,cds320,+,950):+:1002:NC_000913.3"	"negative"	7.10933201986709e-05	"negative"	29.3348136175485	22.3623853547282	37.3887201373335	79.2443470502803	92.1801861750118	70.7579305520815	27.7568502556225	26.8498365727058	47.6624642704175
"11"	0.0150783072134237	"AS_IGR"	NA	"codA"	"cynR"	"AS_IGR:(CDS,b0337,codA,cytosine2Fisoguanine_deaminase,cds333,+,1283/CDS,b0338,cynR,transcriptional_activator_of_cyn_operon3B_autorepressor,cds334,-,899):+:951:NC_000913.3"	"negative"	5.62508736067629e-05	"negative"	18.2078153488232	26.2179690365779	14.7587053173685	58.6408168172074	80.5538563871724	51.7077184803672	45.2333856017553	21.9038140461547	15.0513045064476
"12"	0.0137139084320114	"AS_IGR"	NA	"yajD"	"tsx"	"AS_IGR:(CDS,b0410,yajD,HNH_nuclease_family_protein,cds402,+,347/CDS,b0411,tsx,nucleoside_channel2C_receptor_of_phage_T6_and_colicin_K,cds403,-,884):+:936:NC_000913.3"	"positive"	0.0424096763447927	"positive"	38.4387212919601	30.8446694547975	14.7587053173685	11.0942085870392	14.1176861709477	10.885835469551	45.2333856017553	34.6221576858575	17.5598552575223
"13"	0.000117109758191197	"AS_IGR"	NA	"mscK"	"ybaM"	"AS_IGR:(CDS,b0465,mscK,mechanosensitive_channel_protein2C_intermediate_conductance2C_K2B_regulated,cds456,+,3362/CDS,b0466,ybaM,DUF2496_family_protein,cds457,-,161):+:213:NC_000913.3"	"negative"	2.80054528391173e-16	"negative"	93.0621673384297	107.185226355421	122.989210978071	516.673142767827	362.077127678425	515.26287889208	165.513070042786	161.099019436235	272.177756491595
